fr24_id,flight,callsign,lat,lon,track,alt,gspeed,vspeed,squawk,timestamp,source,hex,type,reg,painted_as,operating_as,orig_iata,orig_icao,dest_iata,dest_icao,eta,queried_timestamp
3bade19b,KL1365,KLM1365,47.43919,19.23624,132,150,113,-64,1000,2025-08-11T11:09:59Z,ADSB,484130,B738,PH-BXA,KLM,KLM,AMS,EHAM,BUD,LHBP,2025-08-11T11:09:29Z,1754910600
3bad3383,,HAVOH,47.55913,19.36193,335,900,73,-1536,7000,2025-08-11T11:09:51Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754910600
3baddb1f,,HADAL,47.28234,19.02569,92,800,98,0,7000,2025-08-11T11:19:43Z,MLAT,4707F7,DV20,HA-DAL,,,QHL,LHTL,QHL,LHTL,2025-08-11T11:21:06Z,1754911200
3bae1ef9,U28732,EZY84XC,47.29179,19.09589,266,13125,330,2944,4233,2025-08-11T11:19:58Z,ADSB,405D11,A319,G-EZDX,EZY,EZY,BUD,LHBP,LGW,EGKK,2025-08-11T13:31:12Z,1754911200
3bae1b90,FR9943,RYR7VX,47.28423,19.25924,240,7025,276,-64,4251,2025-08-11T11:19:58Z,ADSB,4CAE67,B38M,EI-IJS,EJA,EJA,BUD,LHBP,TFS,GCTS,2025-08-11T16:23:04Z,1754911200
3badf39a,6H718,ISR718,47.36863,19.4127,162,3975,243,832,4205,2025-08-11T11:19:59Z,ADSB,738288,A320,4X-ABT,ISR,ISR,BUD,LHBP,TLV,LLBG,,1754911200
3bae2077,AF1295,AFR84DU,47.41603,19.31445,124,1175,172,1920,1000,2025-08-11T11:19:59Z,ADSB,393324,A321,F-GMZE,AFR,AFR,BUD,LHBP,CDG,LFPG,,1754911200
3badf193,FR4306,RYR18RM,47.60078,18.96927,111,4675,221,-1280,0236,2025-08-11T11:19:58Z,ADSB,48C1A4,B738,SP-RNE,EJA,RYS,TSF,LIPH,BUD,LHBP,2025-08-11T11:24:28Z,1754911200
3bade85e,FR4089,RYR202X,47.51182,19.11853,131,1950,202,-1088,1000,2025-08-11T11:19:58Z,ADSB,48C123,B738,SP-RKD,EJA,RYS,NAP,LIRN,BUD,LHBP,2025-08-11T11:22:14Z,1754911200
3bad92be,,HABFH,47.47573,19.51063,90,1475,90,0,7010,2025-08-11T11:19:58Z,MLAT,47032D,SD4,HA-BFH,,,,,,,,1754911200
3bae25ae,,HAJDA,47.52661,19.38223,129,1375,81,-192,7000,2025-08-11T11:19:57Z,MLAT,471812,C172,HA-JDA,,,,,,,,1754911200
3bad1f0e,3U9821,CSC9821,47.53579,19.29404,312,7350,257,-1024,3414,2025-08-11T11:19:59Z,MLAT,7816BD,A332,B-308P,CSC,CSC,ALA,UAAA,BUD,LHBP,2025-08-11T11:27:07Z,1754911200
3bad3383,,HAVOH,47.55964,19.32265,131,1500,77,-64,7000,2025-08-11T11:19:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754911200
3bade5a9,,NJE969T,47.61703,19.54488,94,40975,260,0,1000,2025-08-11T11:19:59Z,MLAT,49130B,C56X,CS-DXK,EJA,NJE,GVA,LSGG,SCV,LRSV,2025-08-11T12:10:20Z,1754911200
3bae0035,NH204,ANA204,47.24899,18.99591,107,34975,534,64,6434,2025-08-11T11:29:59Z,ADSB,87304A,B789,JA928A,ANA,AJX,FRA,EDDF,HND,RJTT,2025-08-11T22:47:28Z,1754911800
3bae1961,QS2276,TVS2276,47.22519,19.01129,144,33000,495,64,1472,2025-08-11T11:29:59Z,ADSB,49D327,B738,OK-TSD,TVS,TVS,BRQ,LKTB,KVA,LGKV,2025-08-11T12:41:36Z,1754911800
3bae1445,LH1669,DLH3HR,47.32109,19.12672,279,33975,403,0,1000,2025-08-11T11:29:59Z,MLAT,3C644C,A319,D-AIBL,AJX,CLH,CLJ,LRCL,MUC,EDDM,2025-08-11T12:24:32Z,1754911800
3bae23fa,W62203,WZZ66,47.36142,19.14958,289,11650,316,2496,4241,2025-08-11T11:29:59Z,ADSB,471DAF,A21N,HA-LGH,UTN,UTN,BUD,LHBP,LTN,EGGW,2025-08-11T13:39:37Z,1754911800
3bae2af4,,,47.40517,19.34305,118,3100,211,4032,0,2025-08-11T11:29:59Z,ADSB,,GA7C,,,,,,,,,1754911800
3bad1f0e,3U9821,CSC9821,47.49122,19.15205,132,1350,155,-512,3414,2025-08-11T11:29:59Z,MLAT,7816BD,A332,B-308P,CSC,CSC,ALA,UAAA,BUD,LHBP,2025-08-11T11:31:35Z,1754911800
3bad3383,,HAVOH,47.55969,19.34197,71,800,69,0,7000,2025-08-11T11:29:22Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754911800
3bae1c18,4M136,MGH136,47.45535,19.22257,131,29575,470,1152,4406,2025-08-11T11:29:59Z,ADSB,5082F0,B739,UR-SLX,UTN,UTN,BTS,LZIB,AYT,LTAI,2025-08-11T13:30:40Z,1754911800
3bad6cca,,HABEW,47.46606,19.50087,304,1525,83,-320,7057,2025-08-11T11:29:59Z,MLAT,470322,SD4,HA-BEW,,,,,,,,1754911800
3bad92be,,HABFH,47.4881,19.5487,274,1975,210,0,7010,2025-08-11T11:29:53Z,MLAT,47032D,SD4,HA-BFH,,,,,,,,1754911800
3badeae8,OS764,AUA764A,47.3682,19.04155,294,32225,393,-1024,1000,2025-08-11T11:39:59Z,MLAT,44065C,A320,OE-LBX,AUA,AUA,VAR,LBWN,VIE,LOWW,2025-08-11T12:07:28Z,1754912400
3bae006c,FR4848,RYR4848,47.22473,19.4607,297,34025,421,64,1000,2025-08-11T11:39:59Z,ADSB,4D22B2,A320,9H-LOR,LDA,LDA,VAR,LBWN,VIE,LOWW,2025-08-11T12:07:28Z,1754912400
3bae0987,RO383,ROT383X,47.54014,19.4208,300,34000,412,0,1000,2025-08-11T11:39:59Z,MLAT,4A08E6,B737,YR-BGF,ROT,ROT,OTP,LROP,CDG,LFPG,2025-08-11T13:32:48Z,1754912400
3badf213,,,47.4864,19.15966,131,1275,148,-832,0,2025-08-11T11:39:59Z,ADSB,,GA7C,,,,,,,,2025-08-11T11:41:30Z,1754912400
3bad6cca,,HABEW,47.55355,19.33556,125,1450,85,-128,7000,2025-08-11T11:39:58Z,MLAT,470322,SD4,HA-BEW,,,,,,,,1754912400
3bae3671,LH1677,DLH4KX,47.32668,19.30112,283,8975,263,2752,1000,2025-08-11T11:50:00Z,ADSB,3C65D5,A20N,D-AINU,WZZ,WZZ,BUD,LHBP,MUC,EDDM,2025-08-11T12:43:25Z,1754913000
3bae3779,W62397,WZZ5WA,47.41182,19.31615,121,1550,174,768,4235,2025-08-11T11:50:00Z,ADSB,4D2528,A21N,9H-WNB,WZZ,WMT,BUD,LHBP,FNC,LPMA,,1754913000
3bae0254,FR6516,RYR91RF,47.49106,19.15226,132,1375,186,-896,1000,2025-08-11T11:49:59Z,ADSB,48C1A2,B738,SP-RNC,RYR,RYS,CIA,LIRA,BUD,LHBP,2025-08-11T11:52:45Z,1754913000
3bae3fd0,HA1302,HA1302,47.43797,18.99922,199,1000,50,384,7000,2025-08-11T11:50:00Z,MLAT,4749BD,SF25,HA-1302,,,QHU,LHBS,,,,1754913000
3badfbaa,FR7771,RYR613A,47.48584,19.3746,312,10425,282,-1472,4502,2025-08-11T11:49:59Z,ADSB,48C1BB,B738,SP-RND,RYR,RYS,PVK,LGPZ,BUD,LHBP,2025-08-11T12:00:22Z,1754913000
3bad3383,,HAVOH,47.55979,19.35996,305,900,71,-192,7000,2025-08-11T11:49:10Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754913000
3bae08fa,KL1959,KLM1959,47.49532,18.95341,133,37000,502,0,1461,2025-08-11T11:59:59Z,ADSB,485A34,B738,PH-BCK,KLM,KLM,AMS,EHAM,IST,LTFM,2025-08-11T13:24:16Z,1754913600
3badc7a9,W42892,WMT283,47.40032,18.94096,294,32925,420,-1024,1000,2025-08-11T11:59:59Z,MLAT,4D24D4,A21N,9H-WDV,WZZ,WMT,EVN,UDYZ,VIE,LOWW,2025-08-11T12:24:32Z,1754913600
3bae3fd0,HA1302,HA1302,47.42939,18.97258,272,1575,52,-128,7000,2025-08-11T11:59:59Z,MLAT,4749BD,SF25,HA-1302,,,QHU,LHBS,,,,1754913600
3bae3f8d,W62295,WZZ59MH,47.40866,19.32509,116,1650,183,1216,1000,2025-08-11T11:59:59Z,ADSB,471FA2,A21N,HA-LZM,WZZ,WZZ,BUD,LHBP,FMM,EDJA,,1754913600
3badfbaa,FR7771,RYR613A,47.44222,19.23129,132,150,134,-64,4502,2025-08-11T11:59:59Z,ADSB,48C1BB,B738,SP-RND,RYR,RYS,PVK,LGPZ,BUD,LHBP,2025-08-11T11:59:27Z,1754913600
3bae2d80,OS75,AUA75,47.51815,18.96825,116,24500,492,1088,7102,2025-08-11T11:59:59Z,ADSB,440081,B772,OE-LPD,AUA,AUA,VIE,LOWW,PVG,ZSPD,2025-08-11T21:58:24Z,1754913600
3bacccd6,SQ308,SIA308,47.22027,19.09546,295,38000,472,0,3261,2025-08-11T12:10:00Z,MLAT,76CD71,A388,9V-SKQ,SIA,SIA,SIN,WSSS,LHR,EGLL,2025-08-11T14:06:56Z,1754914200
3bae4816,,,47.26392,19.14093,254,11775,294,1792,0,2025-08-11T12:09:59Z,ADSB,,BE40,,,,,,,,2025-08-11T13:23:57Z,1754914200
3bae3f3d,TK1034,THY3EX,47.29811,19.36485,248,7775,268,3200,4250,2025-08-11T12:10:00Z,ADSB,4BB288,A21N,TC-LTH,THY,THY,BUD,LHBP,IST,LTFM,2025-08-11T13:47:44Z,1754914200
3bae3fd0,HA1302,HA1302,47.43209,18.94267,345,1500,48,-64,7000,2025-08-11T12:09:59Z,MLAT,4749BD,SF25,HA-1302,,,QHU,LHBS,,,,1754914200
3bad8a6a,QR8241,QTR8241,47.50701,19.12613,132,1825,178,-896,2114,2025-08-11T12:09:59Z,MLAT,06A2E3,B77L,A7-BFV,QTR,QTR,DOH,OTHH,BUD,LHBP,2025-08-11T12:13:32Z,1754914200
3bae0a1c,PC1252,PGT5PD,47.60981,19.26361,136,35000,498,0,1453,2025-08-11T12:09:59Z,ADSB,4BC84E,A21N,TC-RBN,PGT,PGT,AMS,EHAM,SAW,LTFJ,2025-08-11T13:37:04Z,1754914200
3bad2c8d,,HANAN,47.55268,19.36934,136,1500,85,-128,7000,2025-08-11T12:09:59Z,MLAT,472261,AAT3,HA-NAN,,,,,,,,1754914200
3bae17dc,LH754,DLH754,47.50307,19.35847,121,33900,530,896,7704,2025-08-11T12:09:59Z,ADSB,3C4AD5,B744,D-ABVU,THY,THY,FRA,EDDF,BLR,VOBL,2025-08-11T19:46:08Z,1754914200
3bae0d73,,HANAE,47.24649,18.96654,19,1225,71,-192,7060,2025-08-11T12:19:59Z,MLAT,472258,AAT3,HA-NAE,,,QHL,LHTL,,,,1754914800
3bae5554,BA869,BAW869,47.29564,19.27833,240,9050,278,2944,4213,2025-08-11T12:19:59Z,ADSB,400A7C,A319,G-DBCC,PGT,PGT,BUD,LHBP,LHR,EGLL,2025-08-11T14:24:15Z,1754914800
3bae4097,,HANAJ,47.45415,18.92478,105,1100,120,0,7013,2025-08-11T12:19:58Z,MLAT,47225D,SIRA,HA-NAJ,,,QGY,LHPR,,,,1754914800
3bae4e07,LG5808,LGL58HB,47.36197,19.05805,283,11600,251,1280,1000,2025-08-11T12:19:59Z,ADSB,4D00D8,DH8D,LX-LQD,LGL,LGL,BUD,LHBP,LUX,ELLX,2025-08-11T14:09:04Z,1754914800
3bae3fd0,HA1302,HA1302,47.45482,18.94714,336,675,62,-320,7000,2025-08-11T12:19:46Z,MLAT,4749BD,SF25,HA-1302,,,QHU,LHBS,QHU,LHBS,2025-08-11T12:19:40Z,1754914800
3bae25cd,FR3113,RYR99PB,47.4575,19.00237,260,34000,414,0,6031,2025-08-11T12:19:58Z,ADSB,4D2290,B738,9H-QCM,MZT,MAY,IAS,LRIA,BGY,LIME,2025-08-11T13:34:56Z,1754914800
3bae3019,FR4092,RYR4092,47.59054,18.99036,131,4300,218,-1664,1000,2025-08-11T12:19:59Z,ADSB,48C231,B738,SP-RSS,MZT,RYS,PRG,LKPR,BUD,LHBP,2025-08-11T12:24:26Z,1754914800
3bae3d50,PC902,PGT3MR,47.35131,19.11607,132,32475,501,1024,7103,2025-08-11T12:19:59Z,ADSB,4BC881,A21N,TC-RDA,PGT,PGT,VIE,LOWW,SAW,LTFJ,2025-08-11T13:47:44Z,1754914800
3bad10c7,,B603V,47.48919,19.15499,131,1350,155,-832,1757,2025-08-11T12:19:59Z,MLAT,781755,GLF6,B-603V,MZT,MZT,PEK,ZBAA,BUD,LHBP,2025-08-11T12:22:28Z,1754914800
3bad2c8d,,HANAN,47.22841,19.40142,211,1600,84,0,7052,2025-08-11T12:30:00Z,MLAT,472261,AAT3,HA-NAN,,,,,,,,1754915400
3bae5875,FR8859,RYR40PY,47.3069,19.31777,241,6450,280,1856,4243,2025-08-11T12:30:00Z,ADSB,48C1A4,B738,SP-RNE,NOZ,RYS,BUD,LHBP,LIS,LPPT,2025-08-11T16:03:04Z,1754915400
3bae0d73,,HANAE,47.31998,18.99448,62,1150,79,-256,7000,2025-08-11T12:29:59Z,MLAT,472258,AAT3,HA-NAE,,,QHL,LHTL,,,,1754915400
3bae5542,W62273,WZZ152,47.34605,18.97226,291,12900,334,2496,1000,2025-08-11T12:29:59Z,ADSB,4D24B3,A21N,9H-WDS,NSZ,WMT,BUD,LHBP,EIN,EHEH,2025-08-11T14:06:56Z,1754915400
3bae1b66,LX2254,SWR51K,47.45924,19.20369,132,525,146,-768,1000,2025-08-11T12:30:00Z,ADSB,502CC6,BCS3,YL-CSA,BTI,BTI,ZRH,LSZH,BUD,LHBP,2025-08-11T12:30:54Z,1754915400
3bae05a7,A3878,AEE8BP,47.47929,18.98966,312,6975,225,-576,2027,2025-08-11T12:30:00Z,ADSB,4692D2,A320,SX-DVR,AEE,AEE,ATH,LGAV,BUD,LHBP,2025-08-11T12:36:44Z,1754915400
3bae5ae8,D83551,NSZ5KA,47.39145,19.37707,119,2225,231,1280,4245,2025-08-11T12:30:00Z,ADSB,4ACA04,B738,SE-RPD,NOZ,NSZ,BUD,LHBP,CPH,EKCH,,1754915400
3bad8601,EK111,UAE76J,47.40995,19.49527,313,10400,270,-1472,5317,2025-08-11T12:29:59Z,MLAT,89610C,B77W,A6-ECE,UAE,UAE,DXB,OMDB,BUD,LHBP,2025-08-11T12:39:49Z,1754915400
3bae623b,,HABFH,47.54019,19.36386,128,1425,88,64,7000,2025-08-11T12:30:00Z,MLAT,47032D,SD4,HA-BFH,,,,,,,,1754915400
3bae6bc3,,,47.42048,19.0744,75,1275,126,-256,0,2025-08-11T12:39:58Z,MLAT,,A109,,,,,,,,,1754916000
3bae5b3c,LH1339,DLH9HW,47.36604,18.96522,284,13250,344,2048,1000,2025-08-11T12:39:58Z,ADSB,3C6745,A320,D-AIZE,UAE,UAE,BUD,LHBP,FRA,EDDF,2025-08-11T13:54:08Z,1754916000
3bae678d,,R901,47.49375,19.11748,356,200,33,512,7007,2025-08-11T12:39:18Z,MLAT,477FCC,EXPL,R901,,,BUD,LHBP,,,,1754916000
3bad6026,,HAHBC,47.26374,19.42449,234,1600,71,0,7020,2025-08-11T12:39:59Z,MLAT,471298,H269,HA-HBC,,,QHU,LHBS,,,,1754916000
3bad8601,EK111,UAE76J,47.56077,19.03864,132,3350,204,-1088,5317,2025-08-11T12:39:59Z,MLAT,89610C,B77W,A6-ECE,UAE,UAE,DXB,OMDB,BUD,LHBP,2025-08-11T12:42:44Z,1754916000
3bae3625,3U9830,CSC9830,47.49562,19.14495,131,1500,141,-832,1000,2025-08-11T12:39:59Z,ADSB,7816BE,A332,B-308Q,CSC,CSC,WAW,EPWA,BUD,LHBP,2025-08-11T12:41:41Z,1754916000
3bad3383,,HAVOH,47.57161,19.29412,154,1500,89,0,7000,2025-08-11T12:39:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754916000
3bae6e0a,,HASTQ,47.35953,18.96542,324,600,67,0,7000,2025-08-11T12:49:59Z,MLAT,473186,DV20,HA-STQ,,,,,,,,1754916600
3bad6026,,HAHBC,47.26663,19.18977,313,1700,70,-64,7020,2025-08-11T12:49:58Z,MLAT,471298,H269,HA-HBC,,,QHU,LHBS,,,,1754916600
3bae69f9,TK6094,THY6094,47.41522,19.30784,124,1550,149,1920,4203,2025-08-11T12:49:59Z,ADSB,4BA890,A332,TC-JDP,THY,THY,BUD,LHBP,IST,LTFM,2025-08-11T14:32:32Z,1754916600
3bae074a,W62222,WZZ934,47.46098,19.201,132,600,138,-832,3405,2025-08-11T12:49:59Z,ADSB,4D2532,A21N,9H-WNF,WZZ,WMT,LGW,EGKK,BUD,LHBP,2025-08-11T12:50:15Z,1754916600
3bae761a,,,47.43817,19.23247,141,200,0,0,0,2025-08-11T12:49:28Z,MLAT,,A109,,,,,,,,,1754916600
3bae25ae,,HAJDA,47.45874,19.54129,303,1275,101,-128,7034,2025-08-11T12:49:59Z,MLAT,471812,C172,HA-JDA,,,,,,,,1754916600
3badf049,JP342,JTD342,47.47085,19.39439,342,38000,441,0,1155,2025-08-11T12:50:00Z,ADSB,45AB22,B738,OY-JYB,JTD,JTD,LCA,LCLK,CPH,EKCH,2025-08-11T14:11:12Z,1754916600
3bad3383,,HAVOH,47.55806,19.36302,309,1200,67,0,7000,2025-08-11T12:49:58Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754916600
3bae12fe,TK1897,THY4GD,47.34906,19.10255,297,31800,416,-960,2365,2025-08-11T13:00:00Z,ADSB,4BB06D,B38M,TC-LCM,THY,THY,IST,LTFM,VIE,LOWW,2025-08-11T13:24:16Z,1754917200
3bae77e7,,HADAL,47.32901,18.96877,147,1100,72,768,7000,2025-08-11T12:59:59Z,MLAT,4707F7,DV20,HA-DAL,,,QHL,LHTL,,,,1754917200
3bae6e0a,,HASTQ,47.32737,19.00147,319,300,75,-1024,7000,2025-08-11T13:00:00Z,MLAT,473186,DV20,HA-STQ,,,,,,,,1754917200
3bad6026,,HAHBC,47.40992,19.01339,327,1400,74,0,7020,2025-08-11T12:59:59Z,MLAT,471298,H269,HA-HBC,,,QHU,LHBS,,,,1754917200
3bae581d,W62486,WZZ53RB,47.51038,19.12086,132,1950,164,-704,1000,2025-08-11T12:59:59Z,ADSB,471F6A,A321,HA-LXI,WZZ,WZZ,TGM,LRTM,BUD,LHBP,2025-08-11T13:02:24Z,1754917200
3bae47e5,TK1774,THY1774,47.51248,19.01562,134,39000,488,-64,1476,2025-08-11T12:59:59Z,ADSB,4BB06A,B38M,TC-LCJ,THY,THY,PRG,LKPR,IST,LTFM,2025-08-11T14:28:16Z,1754917200
3bae215b,W62290,WZZ63,47.59369,18.9852,132,4750,203,-1344,7717,2025-08-11T12:59:59Z,ADSB,471DB6,A21N,HA-LGO,WZZ,WZZ,STR,EDDS,BUD,LHBP,2025-08-11T13:04:35Z,1754917200
3bae6c68,U21566,EZS86PR,47.31038,19.13441,275,12550,333,2304,1000,2025-08-11T13:00:00Z,ADSB,4B1A27,A320,HB-JXN,EZY,EZS,BUD,LHBP,GVA,LSGG,2025-08-11T14:32:32Z,1754917200
3bae794c,,,47.36797,19.32557,182,5775,266,3264,0,2025-08-11T13:00:00Z,ADSB,,CL35,,,,,,,,,1754917200
3bad3383,,HAVOH,47.57249,19.2978,198,1500,83,512,7000,2025-08-11T12:59:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754917200
3bae20ec,BA169,BAW169,47.26231,18.94221,114,35000,520,0,4726,2025-08-11T13:10:00Z,ADSB,406F76,B789,G-ZBKJ,BAW,BAW,LHR,EGLL,PVG,ZSPD,2025-08-11T23:17:20Z,1754917800
3bae6e0a,,HASTQ,47.33501,18.96657,114,800,84,-768,7000,2025-08-11T13:10:00Z,MLAT,473186,DV20,HA-STQ,,,QHL,LHTL,QHL,LHTL,2025-08-11T13:10:25Z,1754917800
3bae77e7,,HADAL,47.36397,18.95521,247,800,69,-64,7000,2025-08-11T13:09:57Z,MLAT,4707F7,DV20,HA-DAL,,,QHL,LHTL,QHL,LHTL,,1754917800
3bae3669,W62252,WZZ37,47.50644,19.1272,132,1875,169,-768,1000,2025-08-11T13:09:59Z,ADSB,471F36,A21N,HA-LVI,WZZ,WZZ,CPH,EKCH,BUD,LHBP,2025-08-11T13:12:13Z,1754917800
3bae8400,,HABEW,47.48722,19.46265,121,1550,117,-192,7036,2025-08-11T13:09:59Z,MLAT,470322,SD4,HA-BEW,,,,,,,,1754917800
3bad3383,,HAVOH,47.55522,19.36782,326,1400,60,0,7000,2025-08-11T13:10:00Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754917800
3bae1d95,BA2784,EFW33L,47.60614,19.03196,135,35025,499,64,4707,2025-08-11T13:09:59Z,ADSB,406B82,A320,G-GATP,BAW,EFW,LGW,EGKK,LCA,LCLK,2025-08-11T15:28:00Z,1754917800
3bae2c78,FR2856,RYR2856,47.59301,18.98592,129,4275,207,-1216,2033,2025-08-11T13:10:00Z,ADSB,48C125,B738,SP-RKF,RYR,RYS,ZTH,LGZA,BUD,LHBP,2025-08-11T13:14:49Z,1754917800
3bae6e0a,,HASTQ,47.31913,18.97708,145,1100,80,640,7000,2025-08-11T13:19:59Z,MLAT,473186,DV20,HA-STQ,,,QHL,LHTL,QHL,LHTL,2025-08-11T13:19:52Z,1754918400
3bae77e7,,HADAL,47.33093,18.99757,320,400,76,-640,7000,2025-08-11T13:19:13Z,MLAT,4707F7,DV20,HA-DAL,,,QHL,LHTL,QHL,LHTL,2025-08-11T13:19:58Z,1754918400
3badcb3a,,HAIGS,47.30622,19.02569,1,1400,82,448,7022,2025-08-11T13:19:58Z,MLAT,4715CE,C152,HA-IGS,,,QHL,LHTL,,,,1754918400
3bae921a,,HANAG,47.36171,18.95013,235,1050,64,384,0,2025-08-11T13:19:59Z,MLAT,47225A,AAT3,HA-NAG,,,QHL,LHTL,,,,1754918400
3bae868a,OS722,AUA7H,47.40958,19.32653,115,1875,162,2496,1000,2025-08-11T13:20:00Z,ADSB,44081D,E195,OE-LWA,AUA,AUA,BUD,LHBP,VIE,LOWW,,1754918400
3bae3938,CX294,CPA294,47.45306,19.31712,126,37000,532,0,5227,2025-08-11T13:19:59Z,ADSB,780ABD,A359,B-LRR,CPA,CPA,BRU,EBBR,HKG,VHHH,2025-08-11T23:17:20Z,1754918400
3bae8959,,9ADWA,47.38271,19.4949,31,11200,292,2816,1000,2025-08-11T13:20:00Z,ADSB,501DB3,C25A,9A-DWA,,,BUD,LHBP,KSC,LZKZ,2025-08-11T13:57:19Z,1754918400
3bad3383,,HAVOH,47.58307,19.31487,307,1000,71,1024,7000,2025-08-11T13:19:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754918400
3bae6e0a,,HASTQ,47.34359,18.97443,216,400,69,0,7000,2025-08-11T13:29:57Z,MLAT,473186,DV20,HA-STQ,,,QHL,LHTL,QHL,LHTL,2025-08-11T13:29:56Z,1754919000
3bae39a7,HEZ522,HEZ522,47.26923,19.33553,206,8525,290,3072,4225,2025-08-11T13:29:59Z,ADSB,73957C,H25B,4X-CUT,HEZ,HEZ,BUD,LHBP,KGS,LGKO,2025-08-11T15:26:43Z,1754919000
3bae77e7,,HADAL,47.32056,18.9751,148,1100,78,0,7000,2025-08-11T13:29:59Z,MLAT,4707F7,DV20,HA-DAL,,,QHL,LHTL,QHL,LHTL,2025-08-11T13:30:18Z,1754919000
3bae8c58,W62269,WZZ3008,47.36108,19.00508,283,12375,388,1408,1000,2025-08-11T13:29:59Z,ADSB,471DBD,A21N,HA-LGV,WZZ,WZZ,BUD,LHBP,BSL,LFSB,2025-08-11T14:51:44Z,1754919000
3bae691b,,FCA2OL,47.52411,19.02107,197,1775,131,-64,4254,2025-08-11T13:29:59Z,ADSB,472127,EC45,HA-MOL,FCA,FCA,,,,,,1754919000
3badf80e,,HAVOB,47.51143,19.45103,143,1450,85,256,7000,2025-08-11T13:30:00Z,MLAT,4738E1,AAT3,HA-VOB,,,,,,,,1754919000
3bad3383,,HAVOH,47.54396,19.34453,129,1500,91,0,7000,2025-08-11T13:29:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754919000
3bae7019,HA1275,HA1275,47.41172,18.93058,36,2800,49,-1088,7021,2025-08-11T13:39:58Z,MLAT,4749A2,SF25,HA-1275,,,QHU,LHBS,,,,1754919600
3bae9040,FR5212,RYR83RT,47.25691,19.02736,177,11325,350,2880,4226,2025-08-11T13:39:58Z,ADSB,48C133,B738,SP-RKU,RYR,RYS,BUD,LHBP,BRI,LIBD,2025-08-11T14:45:20Z,1754919600
3bae9527,LX2255,SWR4LT,47.43855,19.05832,205,6100,264,1600,1000,2025-08-11T13:39:59Z,ADSB,502CC6,BCS3,YL-CSA,BTI,BTI,BUD,LHBP,ZRH,LSZH,2025-08-11T14:56:00Z,1754919600
3bae74d7,LH1670,DLH6VY,47.45223,19.43341,100,35000,474,0,1000,2025-08-11T13:39:59Z,ADSB,3C66A2,A320,D-AIUB,RYS,RYS,MUC,EDDM,CLJ,LRCL,2025-08-11T14:13:20Z,1754919600
3bad3383,,HAVOH,47.58398,19.30423,233,1200,75,0,7000,2025-08-11T13:39:59Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754919600
3baea2bb,A3879,AEE879,47.33846,18.98987,204,11025,300,3072,4216,2025-08-11T13:50:00Z,ADSB,4692D2,A320,SX-DVR,AEE,AEE,BUD,LHBP,ATH,LGAV,2025-08-11T15:30:05Z,1754920200
3bae5b5e,,OKALT,47.27641,19.361,292,24450,231,-960,1000,2025-08-11T13:49:59Z,ADSB,49D28E,P46T,OK-ALT,,,GHV,LRBV,BTS,LZIB,2025-08-11T14:26:47Z,1754920200
3bae6ab2,FR6888,RYR4MH,47.31651,19.46503,313,3175,176,-704,5215,2025-08-11T13:50:00Z,ADSB,48C2A0,B38M,SP-RZA,RYS,RYS,TIA,LATI,BUD,LHBP,2025-08-11T13:54:26Z,1754920200
3bae9ab1,3U9822,CSC9822,47.49426,19.09781,247,4100,213,768,4205,2025-08-11T13:49:59Z,ADSB,7816BD,A332,B-308P,CSC,CSC,BUD,LHBP,TFU,ZUTF,,1754920200
3bae1ee3,DK1517,VKG1517,47.52774,19.4251,341,40000,460,0,5243,2025-08-11T13:49:59Z,ADSB,45D970,A339,OY-VKP,VKG,VKG,LCA,LCLK,OSL,ENGM,2025-08-11T15:40:48Z,1754920200
3bad3383,,HAVOH,47.55896,19.35237,8,900,73,0,7000,2025-08-11T13:49:18Z,MLAT,4738E7,SIRA,HA-VOH,,,,,,,,1754920200
3bae9e90,OS785,AUA785,47.23494,19.1776,125,33000,477,0,1000,2025-08-11T14:00:00Z,ADSB,44004F,A320,OE-LBQ,AUA,AUA,VIE,LOWW,OTP,LROP,2025-08-11T14:53:52Z,1754920800
3bad1d58,O3125,CSS125,47.32635,19.44904,312,2850,195,320,0607,2025-08-11T14:00:00Z,MLAT,7802FD,B744,B-2422,CSS,CSS,EHU,ZHEC,BUD,LHBP,2025-08-11T14:04:17Z,1754920800
3bae921a,,HANAG,47.32641,19.00271,322,450,69,-256,7000,2025-08-11T13:59:56Z,MLAT,47225A,AAT3,HA-NAG,,,QHL,LHTL,,,,1754920800
3bae5643,VJT602,VJT602,47.38892,19.31763,312,1450,150,-896,1000,2025-08-11T14:00:00Z,ADSB,4D210C,CRJ2,9H-ILA,VJT,VJT,NCE,LFMN,BUD,LHBP,2025-08-11T14:02:34Z,1754920800
